jst,open,high,low,close,volume
2011/01/04 16:30,10220,10230,10210,10220,863
2011/01/04 17:00,10230,10240,10220,10230,1648
2011/01/04 18:00,10230,10230,10220,10220,253
2011/01/04 19:00,10230,10230,10200,10210,700
2011/01/04 20:00,10200,10210,10200,10210,96
2011/01/04 21:00,10210,10210,10210,10210,263
2011/01/04 22:00,10210,10220,10210,10220,36
2011/01/04 23:00,10220,10220,10200,10200,585
2011/01/04 09:00,10350,10370,10330,10350,15552
2011/01/04 10:00,10350,10390,10350,10380,7792
2011/01/04 11:00,10380,10380,10380,10380,897
2011/01/04 12:30,10390,10410,10380,10410,6503
2011/01/04 13:00,10410,10420,10400,10410,2758
2011/01/04 14:00,10410,10410,10390,10400,5030
2011/01/04 15:00,10400,10400,10370,10380,4670
2011/01/05 16:30,10400,10400,10390,10400,1144
2011/01/05 17:00,10400,10410,10390,10390,1886
2011/01/05 18:00,10390,10400,10390,10400,924
2011/01/05 19:00,10400,10410,10390,10400,171
2011/01/05 20:00,10400,10420,10400,10410,696
2011/01/05 21:00,10410,10420,10400,10410,222
2011/01/05 22:00,10410,10410,10400,10410,194
2011/01/05 23:00,10410,10420,10400,10420,571
2011/01/05 09:00,10380,10420,10370,10390,12196
2011/01/05 10:00,10400,10400,10360,10390,4792
2011/01/05 11:00,10390,10390,10390,10390,265
2011/01/05 12:30,10380,10390,10360,10380,3981
2011/01/05 13:00,10390,10390,10360,10370,3229
2011/01/05 14:00,10360,10390,10360,10370,4053
2011/01/05 15:00,10370,10390,10370,10380,3830
2011/01/06 16:30,10380,10380,10370,10370,359
2011/01/06 17:00,10370,10380,10330,10350,3603
2011/01/06 18:00,10350,10350,10340,10340,154
2011/01/06 19:00,10340,10350,10340,10350,208
2011/01/06 20:00,10340,10350,10330,10340,658
2011/01/06 21:00,10340,10350,10330,10340,350
2011/01/06 22:00,10340,10390,10340,10390,2376
2011/01/06 23:00,10380,10410,10380,10400,1401
2011/01/06 09:00,10510,10530,10500,10510,17668
2011/01/06 10:00,10500,10520,10500,10510,3366
2011/01/06 11:00,10510,10510,10510,10510,289
2011/01/06 12:30,10510,10520,10510,10510,1210
2011/01/06 13:00,10510,10530,10500,10520,6462
2011/01/06 14:00,10510,10540,10510,10520,5574
2011/01/06 15:00,10520,10540,10510,10510,5241
2011/01/07 16:30,10520,10520,10500,10510,2289
2011/01/07 17:00,10510,10520,10500,10520,853
2011/01/07 18:00,10510,10530,10510,10520,943
2011/01/07 19:00,10520,10540,10520,10540,711
2011/01/07 20:00,10540,10550,10530,10550,626
2011/01/07 21:00,10540,10560,10540,10550,736
2011/01/07 22:00,10560,10560,10530,10540,547
2011/01/07 23:00,10540,10540,10530,10530,514
2011/01/07 09:00,10510,10530,10500,10520,10956
2011/01/07 10:00,10520,10520,10510,10510,2441
2011/01/07 11:00,10510,10510,10510,10510,286
2011/01/07 12:30,10520,10550,10510,10530,5139
2011/01/07 13:00,10540,10550,10530,10540,3654
2011/01/07 14:00,10540,10550,10530,10540,3792
2011/01/07 15:00,10530,10560,10530,10550,8015
2011/01/11 16:30,10540,10550,10530,10540,1160
2011/01/11 17:00,10540,10540,10520,10530,2942
2011/01/11 18:00,10530,10540,10520,10540,602
2011/01/11 19:00,10540,10540,10530,10540,68
2011/01/11 20:00,10530,10550,10530,10550,240
2011/01/11 21:00,10550,10550,10530,10550,315
2011/01/11 22:00,10550,10560,10510,10540,2582
2011/01/11 23:00,10530,10550,10530,10550,989
2011/01/11 09:00,10480,10500,10470,10490,13912
2011/01/11 10:00,10490,10540,10480,10510,9369
2011/01/11 11:00,10520,10520,10520,10520,378
2011/01/11 12:30,10520,10540,10520,10530,4031
2011/01/11 13:00,10530,10540,10510,10510,1929
2011/01/11 14:00,10520,10530,10510,10510,3247
2011/01/11 15:00,10510,10520,10500,10510,7833
2011/01/12 16:30,10510,10520,10510,10520,413
2011/01/12 17:00,10520,10530,10510,10520,1828
2011/01/12 18:00,10520,10520,10510,10510,30
2011/01/12 19:00,10510,10520,10500,10520,769
2011/01/12 20:00,10520,10530,10510,10530,456
2011/01/12 21:00,10530,10540,10520,10530,1181
2011/01/12 22:00,10530,10540,10520,10530,217
2011/01/12 23:00,10540,10540,10520,10540,540
2011/01/12 09:00,10560,10580,10550,10570,14962
2011/01/12 10:00,10570,10580,10550,10560,3062
2011/01/12 11:00,10560,10560,10560,10560,309
2011/01/12 12:30,10560,10570,10550,10550,2007
2011/01/12 13:00,10550,10560,10510,10520,8423
2011/01/12 14:00,10520,10540,10500,10500,5967
2011/01/12 15:00,10510,10520,10500,10520,4555
2011/01/13 16:30,10530,10540,10520,10530,1391
2011/01/13 17:00,10540,10560,10540,10550,4250
2011/01/13 18:00,10550,10570,10550,10560,1384
2011/01/13 19:00,10560,10570,10550,10560,1289
2011/01/13 20:00,10560,10570,10550,10560,400
2011/01/13 21:00,10560,10570,10550,10560,467
2011/01/13 22:00,10570,10570,10560,10560,240
2011/01/13 23:00,10570,10580,10560,10560,1340
2011/01/13 09:00,10600,10620,10580,10590,17104
2011/01/13 10:00,10600,10600,10580,10580,2420
2011/01/13 11:00,10580,10580,10580,10580,652
2011/01/13 12:30,10580,10590,10570,10570,2357
2011/01/13 13:00,10580,10590,10570,10580,2594
2011/01/13 14:00,10580,10600,10570,10590,7000
2011/01/13 15:00,10580,10590,10560,10560,6778
2011/01/14 16:30,10570,10580,10570,10570,622
2011/01/14 17:00,10570,10580,10560,10570,1334
2011/01/14 18:00,10570,10580,10560,10580,670
2011/01/14 19:00,10570,10570,10560,10560,405
2011/01/14 20:00,10560,10580,10560,10570,187
2011/01/14 21:00,10580,10590,10570,10590,594
2011/01/14 22:00,10590,10590,10560,10570,1107
2011/01/14 23:00,10570,10580,10560,10560,686
2011/01/14 09:00,10560,10580,10530,10550,15051
2011/01/14 10:00,10560,10580,10550,10560,5669
2011/01/14 11:00,10560,10560,10560,10560,516
2011/01/14 12:30,10550,10560,10540,10540,2335
2011/01/14 13:00,10550,10560,10530,10530,3907
2011/01/14 14:00,10530,10540,10490,10500,10775
2011/01/14 15:00,10500,10510,10490,10500,7280
2011/01/17 16:30,10510,10520,10500,10510,1687
2011/01/17 17:00,10510,10530,10510,10520,852
2011/01/17 18:00,10520,10530,10500,10510,1730
2011/01/17 19:00,10500,10520,10500,10500,2447
2011/01/17 20:00,10510,10510,10490,10500,991
2011/01/17 21:00,10500,10510,10490,10500,648
2011/01/17 22:00,10500,10500,10480,10480,750
2011/01/17 23:00,10480,10490,10470,10470,990
2011/01/17 09:00,10550,10570,10530,10530,9215
2011/01/17 10:00,10530,10560,10530,10540,4998
2011/01/17 11:00,10540,10540,10540,10540,508
2011/01/17 12:30,10510,10520,10480,10500,8671
2011/01/17 13:00,10500,10510,10490,10490,2507
2011/01/17 14:00,10490,10510,10480,10500,4746
2011/01/17 15:00,10500,10510,10490,10500,4444
2011/01/18 16:30,10500,10520,10500,10510,1321
2011/01/18 17:00,10510,10520,10500,10510,1789
2011/01/18 18:00,10510,10510,10500,10500,357
2011/01/18 19:00,10500,10510,10500,10500,539
2011/01/18 20:00,10510,10510,10490,10500,512
2011/01/18 21:00,10490,10510,10490,10500,186
2011/01/18 22:00,10510,10510,10500,10500,314
2011/01/18 23:00,10510,10510,10490,10500,995
2011/01/18 09:00,10470,10520,10450,10520,16012
2011/01/18 10:00,10520,10530,10500,10530,8465
2011/01/18 11:00,10520,10520,10520,10520,241
2011/01/18 12:30,10530,10550,10520,10530,5402
2011/01/18 13:00,10530,10550,10530,10530,1897
2011/01/18 14:00,10530,10540,10510,10520,3874
2011/01/18 15:00,10510,10520,10500,10520,5361
2011/01/19 16:30,10510,10530,10510,10520,1624
2011/01/19 17:00,10530,10540,10530,10530,918
2011/01/19 18:00,10540,10560,10530,10550,2563
2011/01/19 19:00,10550,10560,10550,10560,381
2011/01/19 20:00,10550,10560,10550,10550,192
2011/01/19 21:00,10550,10560,10550,10550,159
2011/01/19 22:00,10550,10550,10530,10540,1338
2011/01/19 23:00,10540,10550,10530,10550,535
2011/01/19 09:00,10560,10580,10540,10570,10896
2011/01/19 10:00,10580,10590,10530,10540,10047
2011/01/19 11:00,10540,10540,10540,10540,184
2011/01/19 12:30,10550,10560,10540,10550,3398
2011/01/19 13:00,10550,10560,10540,10550,1583
2011/01/19 14:00,10550,10560,10530,10560,6630
2011/01/19 15:00,10560,10580,10550,10570,7784
2011/01/20 16:30,10580,10580,10560,10570,1601
2011/01/20 17:00,10560,10570,10550,10560,1401
2011/01/20 18:00,10560,10570,10550,10550,1038
2011/01/20 19:00,10550,10570,10550,10560,450
2011/01/20 20:00,10560,10560,10560,10560,163
2011/01/20 21:00,10560,10570,10560,10560,379
2011/01/20 22:00,10560,10560,10540,10540,936
2011/01/20 23:00,10540,10550,10530,10530,1215
2011/01/20 09:00,10500,10510,10460,10470,13517
2011/01/20 10:00,10470,10490,10430,10440,12207
2011/01/20 11:00,10440,10440,10440,10440,307
2011/01/20 12:30,10430,10450,10420,10440,7914
2011/01/20 13:00,10440,10450,10420,10430,6671
2011/01/20 14:00,10440,10440,10420,10430,6620
2011/01/20 15:00,10440,10440,10420,10440,8530
2011/01/21 16:30,10420,10420,10390,10400,1896
2011/01/21 17:00,10410,10420,10390,10410,2442
2011/01/21 18:00,10410,10460,10410,10450,3484
2011/01/21 19:00,10450,10450,10430,10430,284
2011/01/21 20:00,10440,10440,10420,10430,655
