jst,open,high,low,close,volume
2004/1/5 9:00,10830,10880,10800,10820,15071
2004/1/5 10:00,10830,10860,10820,10840,6468
2004/1/5 11:00,10830,10870,10830,10870,4729
2004/1/6 9:00,10950,10960,10880,10900,16847
2004/1/6 10:00,10900,10900,10820,10850,9518
2004/1/6 11:00,10850,10850,10850,10850,2105
2004/1/6 12:30,10830,10870,10830,10860,3610
2004/1/6 13:00,10860,10860,10810,10830,4934
2004/1/6 14:00,10830,10850,10790,10800,5013
2004/1/6 15:00,10800,10850,10800,10850,6051
2004/1/7 9:00,10850,10860,10780,10800,13962
2004/1/7 10:00,10800,10800,10750,10760,5740
2004/1/7 11:00,10760,10760,10760,10760,892
2004/1/7 12:30,10760,10790,10760,10770,3809
2004/1/7 13:00,10780,10780,10720,10740,4650
2004/1/7 14:00,10740,10760,10710,10740,5623
2004/1/7 15:00,10750,10770,10740,10740,5426
2004/1/8 9:00,10760,10870,10720,10860,16007
2004/1/8 10:00,10850,10890,10840,10860,8180
2004/1/8 11:00,10850,10850,10850,10850,1341
2004/1/8 12:30,10840,10860,10820,10850,3512
2004/1/8 13:00,10850,10890,10850,10850,5717
2004/1/8 14:00,10860,10890,10830,10840,6594
2004/1/8 15:00,10830,10880,10830,10870,6373
2004/1/9 9:00,10930,10960,10910,10920,11040
2004/1/9 10:00,10920,10920,10850,10870,6578
2004/1/9 11:00,10870,10870,10870,10870,347
2004/1/9 12:30,10890,10920,10890,10900,4704
2004/1/9 13:00,10900,10940,10900,10940,2749
2004/1/9 14:00,10940,11020,10930,10960,14158
2004/1/9 15:00,10960,10970,10920,10920,6325
2004/1/13 9:00,10940,10960,10880,10880,13470
2004/1/13 10:00,10890,10910,10850,10850,5477
2004/1/13 11:00,10850,10850,10850,10850,596
2004/1/13 12:30,10850,10850,10810,10830,5173
2004/1/13 13:00,10820,10850,10810,10850,4181
2004/1/13 14:00,10840,10850,10780,10830,6582
2004/1/13 15:00,10840,10870,10830,10850,4448
2004/1/14 9:00,10750,10780,10720,10770,12819
2004/1/14 10:00,10770,10850,10760,10830,7196
2004/1/14 11:00,10820,10820,10820,10820,505
2004/1/14 12:30,10830,10850,10810,10820,3743
2004/1/14 13:00,10810,10870,10810,10860,4309
2004/1/14 14:00,10850,10880,10830,10860,5494
2004/1/14 15:00,10870,10880,10840,10850,3695
2004/1/15 9:00,10860,10880,10790,10810,11887
2004/1/15 10:00,10810,10810,10760,10780,6134
2004/1/15 11:00,10780,10780,10780,10780,1096
2004/1/15 12:30,10790,10800,10780,10790,1602
2004/1/15 13:00,10790,10810,10770,10800,3662
2004/1/15 14:00,10790,10800,10660,10670,11788
2004/1/15 15:00,10660,10670,10640,10650,7785
2004/1/16 9:00,10710,10770,10710,10750,9127
2004/1/16 10:00,10750,10760,10710,10740,4731
2004/1/16 11:00,10740,10740,10740,10740,935
2004/1/16 12:30,10750,10800,10750,10790,5247
2004/1/16 13:00,10800,10800,10760,10770,3532
2004/1/16 14:00,10770,10850,10770,10840,9646
2004/1/16 15:00,10850,10860,10830,10830,5213
2004/1/19 9:00,10950,11000,10930,11000,11462
2004/1/19 10:00,10990,11010,10960,10960,7706
2004/1/19 11:00,10970,10970,10970,10970,274
2004/1/19 12:30,10960,10970,10950,10970,1470
2004/1/19 13:00,10970,10990,10950,10980,2485
2004/1/19 14:00,10980,11050,10950,11030,10667
2004/1/19 15:00,11040,11050,11020,11020,5915
2004/1/20 9:00,11050,11070,10970,11050,13031
2004/1/20 10:00,11050,11150,11040,11130,11901
2004/1/20 11:00,11130,11130,11130,11130,403
2004/1/20 12:30,11130,11180,11130,11150,5256
2004/1/20 13:00,11150,11200,11150,11170,7744
2004/1/20 14:00,11170,11190,11090,11090,8762
2004/1/20 15:00,11090,11100,11030,11050,6584
2004/1/21 9:00,11040,11090,11000,11080,14486
2004/1/21 10:00,11080,11170,11060,11140,8131
2004/1/21 11:00,11140,11140,11140,11140,1602
2004/1/21 12:30,11150,11160,11100,11120,3827
2004/1/21 13:00,11130,11140,11060,11080,5654
2004/1/21 14:00,11080,11100,11010,11030,7578
2004/1/21 15:00,11020,11030,10970,10980,6838
2004/1/22 9:00,11080,11120,11030,11100,16028
2004/1/22 10:00,11110,11120,11060,11100,4903
2004/1/22 11:00,11100,11100,11100,11100,97
2004/1/22 12:30,11090,11090,11050,11060,4659
2004/1/22 13:00,11050,11080,11020,11030,3710
2004/1/22 14:00,11030,11060,10990,11000,9063
2004/1/22 15:00,11010,11030,11000,11010,5658
2004/1/23 9:00,10980,11010,10940,10960,11438
2004/1/23 10:00,10960,11050,10950,11030,6141
2004/1/23 11:00,11020,11020,11020,11020,828
2004/1/23 12:30,11040,11070,11030,11040,4035
2004/1/23 13:00,11040,11100,11030,11070,4438
2004/1/23 14:00,11070,11140,11060,11080,9490
2004/1/23 15:00,11080,11090,11070,11090,4311
2004/1/26 9:00,10970,11020,10940,10970,13383
2004/1/26 10:00,10970,10980,10870,10880,11305
2004/1/26 11:00,10870,10870,10870,10870,237
2004/1/26 12:30,10890,10920,10880,10920,4545
2004/1/26 13:00,10910,10950,10860,10940,7271
2004/1/26 14:00,10950,10970,10920,10960,6117
2004/1/26 15:00,10970,10980,10950,10980,4276
2004/1/27 9:00,11080,11100,11010,11060,13418
2004/1/27 10:00,11060,11080,11010,11020,7935
2004/1/27 11:00,11020,11020,11020,11020,291
2004/1/27 12:30,11020,11030,10970,10980,4962
2004/1/27 13:00,10980,11020,10960,11020,4956
2004/1/27 14:00,11020,11030,10920,10930,8450
2004/1/27 15:00,10920,10940,10910,10920,5237
2004/1/28 9:00,10810,10860,10790,10840,12712
2004/1/28 10:00,10830,10870,10820,10830,4843
2004/1/28 11:00,10820,10820,10820,10820,982
2004/1/28 12:30,10840,10900,10840,10880,6268
2004/1/28 13:00,10870,10880,10840,10850,2868
2004/1/28 14:00,10850,10870,10830,10840,3343
2004/1/28 15:00,10850,10880,10840,10880,4882
2004/1/29 9:00,10730,10780,10720,10760,10587
2004/1/29 10:00,10770,10780,10730,10740,5750
2004/1/29 11:00,10730,10730,10730,10730,68
2004/1/29 12:30,10740,10740,10680,10690,7194
2004/1/29 13:00,10690,10720,10660,10710,6840
2004/1/29 14:00,10720,10770,10680,10760,7996
2004/1/29 15:00,10760,10810,10750,10810,5437
2004/1/30 9:00,10750,10840,10740,10800,10469
2004/1/30 10:00,10800,10810,10750,10750,4345
2004/1/30 11:00,10750,10750,10750,10750,1017
2004/1/30 12:30,10750,10800,10750,10790,3463
2004/1/30 13:00,10790,10830,10780,10800,4498
2004/1/30 14:00,10800,10810,10730,10740,6853
2004/1/30 15:00,10740,10790,10740,10780,5315
2004/2/2 9:00,10780,10860,10750,10830,13178
2004/2/2 10:00,10830,10860,10820,10830,4478
2004/2/2 11:00,10830,10830,10830,10830,499
2004/2/2 12:30,10830,10840,10780,10810,3657
2004/2/2 13:00,10810,10830,10790,10820,2761
2004/2/2 14:00,10820,10840,10770,10780,6648
2004/2/2 15:00,10770,10800,10760,10790,3891
2004/2/3 9:00,10780,10800,10550,10590,28954
2004/2/3 10:00,10580,10590,10500,10570,17250
2004/2/3 11:00,10570,10570,10570,10570,0
2004/2/3 12:30,10580,10600,10560,10590,5466
2004/2/3 13:00,10590,10630,10580,10610,5486
2004/2/3 14:00,10610,10650,10580,10640,8435
2004/2/3 15:00,10630,10650,10620,10630,5266
2004/2/4 9:00,10600,10640,10530,10560,18935
2004/2/4 10:00,10550,10560,10480,10510,10747
2004/2/4 11:00,10510,10510,10510,10510,909
2004/2/4 12:30,10500,10510,10470,10480,4802
2004/2/4 13:00,10470,10520,10430,10460,9459
2004/2/4 14:00,10460,10470,10410,10430,12564
2004/2/4 15:00,10430,10450,10420,10420,7875
2004/2/5 9:00,10370,10480,10350,10470,19524
2004/2/5 10:00,10470,10480,10440,10440,5579
2004/2/5 11:00,10450,10450,10450,10450,978
2004/2/5 12:30,10430,10450,10420,10430,3360
2004/2/5 13:00,10430,10440,10380,10420,5091
2004/2/5 14:00,10410,10470,10410,10460,6716
2004/2/5 15:00,10460,10480,10450,10470,4618
2004/2/6 9:00,10490,10500,10400,10420,19008
2004/2/6 10:00,10420,10470,10420,10450,7318
2004/2/6 11:00,10450,10450,10450,10450,1031
2004/2/6 12:30,10440,10460,10420,10440,2924
2004/2/6 13:00,10440,10460,10420,10440,3472
2004/2/6 14:00,10440,10470,10430,10460,4521
2004/2/6 15:00,10460,10470,10440,10440,6162
2004/2/9 9:00,10550,10590,10530,10530,14440
2004/2/9 10:00,10540,10550,10440,10460,11805
2004/2/9 11:00,10460,10460,10460,10460,978
2004/2/9 12:30,10450,10460,10400,10440,9414
2004/2/9 13:00,10450,10450,10410,10420,4576
2004/2/9 14:00,10430,10440,10350,10380,12236
2004/2/9 15:00,10390,10400,10380,10380,3697
2004/2/10 9:00,10430,10460,10390,10390,15549
2004/2/10 10:00,10400,10400,10290,10330,12776
2004/2/10 11:00,10320,10320,10320,10320,429
2004/2/10 12:30,10310,10350,10300,10340,4501
2004/2/10 13:00,10340,10390,10320,10370,6433
2004/2/10 14:00,10370,10390,10350,10370,6198
2004/2/10 15:00,10370,10380,10360,10370,3727
2004/2/12 9:00,10490,10510,10460,10510,17138
2004/2/12 10:00,10500,10560,10480,10480,12001
2004/2/12 11:00,10490,10490,10490,10490,799
2004/2/12 12:30,10490,10510,10470,10500,4373
2004/2/12 13:00,10500,10520,10480,10480,4151
2004/2/12 14:00,10490,10500,10450,10460,7482
2004/2/12 15:00,10460,10480,10450,10450,7621
2004/2/13 9:00,10460,10470,10410,10450,13784
2004/2/13 10:00,10450,10510,10450,10500,7648
2004/2/13 11:00,10510,10510,10510,10510,533
2004/2/13 12:30,10500,10520,10490,10510,3594
2004/2/13 13:00,10510,10560,10510,10560,5583
2004/2/13 14:00,10550,10570,10530,10550,5564
2004/2/13 15:00,10550,10560,10540,10560,7137
2004/2/16 9:00,10560,10620,10530,10540,12033
2004/2/16 10:00,10540,10580,10540,10560,3243
2004/2/16 11:00,10550,10550,10550,10550,1000
2004/2/16 12:30,10560,10570,10530,10550,2233
2004/2/16 13:00,10550,10590,10540,10590,3317
2004/2/16 14:00,10580,10590,10540,10560,3570
2004/2/16 15:00,10560,10570,10540,10540,4609
2004/2/17 9:00,10550,10630,10520,10610,12891
2004/2/17 10:00,10610,10650,10590,10640,7719
2004/2/17 11:00,10640,10640,10640,10640,533
2004/2/17 12:30,10650,10680,10640,10670,4977
2004/2/17 13:00,10680,10710,10670,10690,7140
2004/2/17 14:00,10700,10720,10670,10690,8051
2004/2/17 15:00,10690,10690,10660,10670,6525
2004/2/18 9:00,10770,10800,10740,10750,16641
2004/2/18 10:00,10750,10780,10740,10750,6866
2004/2/18 11:00,10750,10750,10750,10750,711
2004/2/18 12:30,10750,10760,10730,10740,2879
2004/2/18 13:00,10740,10750,10680,10710,7499
2004/2/18 14:00,10710,10720,10680,10700,3313
2004/2/18 15:00,10690,10700,10670,10700,4855
2004/2/19 9:00,10780,10790,10740,10760,9241
2004/2/19 10:00,10770,10820,10760,10770,9984
2004/2/19 11:00,10760,10760,10760,10760,505
2004/2/19 12:30,10760,10790,10720,10730,4359
2004/2/19 13:00,10730,10760,10730,10750,4235
2004/2/19 14:00,10750,10790,10740,10770,5121
2004/2/19 15:00,10780,10780,10760,10760,5778
2004/2/20 9:00,10730,10770,10710,10760,8876
2004/2/20 10:00,10760,10770,10730,10750,3501
2004/2/20 11:00,10750,10750,10750,10750,166
2004/2/20 12:30,10750,10760,10730,10740,2045
2004/2/20 13:00,10740,10750,10690,10710,5296
2004/2/20 14:00,10710,10740,10680,10730,6447
2004/2/20 15:00,10730,10750,10720,10720,4636
2004/2/23 9:00,10750,10890,10730,10870,18282
2004/2/23 10:00,10870,10900,10830,10840,8543
2004/2/23 11:00,10840,10840,10840,10840,611
2004/2/23 12:30,10840,10880,10830,10870,5394
2004/2/23 13:00,10870,10880,10850,10860,2896
2004/2/23 14:00,10860,10890,10850,10870,4448
2004/2/23 15:00,10870,10890,10860,10890,5475
2004/2/24 9:00,10830,10860,10780,10810,14232
2004/2/24 10:00,10810,10820,10710,10720,10009
2004/2/24 11:00,10710,10710,10710,10710,564
2004/2/24 12:30,10720,10740,10700,10700,5160
2004/2/24 13:00,10700,10700,10630,10670,12793
2004/2/24 14:00,10670,10680,10630,10650,6612
2004/2/24 15:00,10650,10680,10640,10660,5303
2004/2/25 9:00,10640,10730,10620,10700,13661
2004/2/25 10:00,10700,10730,10680,10690,5159
2004/2/25 11:00,10700,10700,10700,10700,523
2004/2/25 12:30,10690,10690,10660,10690,3116
2004/2/25 13:00,10680,10680,10610,10650,7490
2004/2/25 14:00,10650,10670,10630,10670,4317
2004/2/25 15:00,10680,10680,10660,10680,3979
2004/2/26 9:00,10740,10770,10690,10760,14843
2004/2/26 10:00,10750,10770,10710,10730,5973
2004/2/26 11:00,10720,10720,10720,10720,418
2004/2/26 12:30,10730,10740,10710,10720,3878
2004/2/26 13:00,10730,10750,10720,10740,2908
2004/2/26 14:00,10740,10800,10730,10800,5585
2004/2/26 15:00,10800,10830,10790,10820,7001
2004/2/27 9:00,10860,10900,10850,10870,12707
2004/2/27 10:00,10880,11010,10860,10980,19804
2004/2/27 11:00,10980,10980,10980,10980,581
2004/2/27 12:30,11030,11060,11000,11020,12566
2004/2/27 13:00,11020,11060,11010,11040,6384
2004/2/27 14:00,11050,11080,11030,11060,10980
2004/2/27 15:00,11060,11070,11030,11040,11879
2004/3/1 9:00,11120,11270,11110,11250,23411
2004/3/1 10:00,11260,11320,11260,11310,14972
2004/3/1 11:00,11310,11310,11310,11310,362
2004/3/1 12:30,11320,11340,11260,11270,9642
2004/3/1 13:00,11270,11290,11240,11280,6794
2004/3/1 14:00,11280,11320,11270,11290,9198
2004/3/1 15:00,11290,11310,11260,11280,10614
2004/3/2 9:00,11380,11400,11340,11370,17775
2004/3/2 10:00,11370,11390,11300,11330,8487
2004/3/2 11:00,11330,11330,11330,11330,803
2004/3/2 12:30,11310,11330,11280,11320,5230
2004/3/2 13:00,11320,11360,11310,11320,5730
2004/3/2 14:00,11320,11390,11290,11380,5968
2004/3/2 15:00,11380,11390,11360,11370,7212
2004/3/3 9:00,11380,11440,11330,11430,17538
2004/3/3 10:00,11430,11430,11330,11360,8694
2004/3/3 11:00,11360,11360,11360,11360,1093
2004/3/3 12:30,11340,11360,11310,11340,6099
2004/3/3 13:00,11330,11390,11330,11390,5785
2004/3/3 14:00,11390,11430,11330,11330,9068
2004/3/3 15:00,11340,11360,11340,11340,5674
2004/3/4 9:00,11340,11440,11330,11400,15157
2004/3/4 10:00,11400,11470,11390,11460,8995
2004/3/4 11:00,11460,11460,11460,11460,975
2004/3/4 12:30,11460,11480,11450,11470,4402
2004/3/4 13:00,11460,11470,11420,11440,4351
2004/3/4 14:00,11440,11460,11410,11410,5544
2004/3/4 15:00,11420,11440,11390,11440,6131
2004/3/5 9:00,11530,11540,11460,11470,15348
2004/3/5 10:00,11470,11480,11410,11440,9119
2004/3/5 11:00,11440,11440,11440,11440,512
2004/3/5 12:30,11440,11470,11430,11470,4111
2004/3/5 13:00,11470,11490,11440,11460,4240
2004/3/5 14:00,11470,11540,11460,11530,5688
2004/3/5 15:00,11540,11580,11530,11580,8475
2004/3/8 9:00,11610,11650,11580,11640,17562
2004/3/8 10:00,11640,11640,11570,11580,6543
2004/3/8 11:00,11580,11580,11580,11580,1141
2004/3/8 12:30,11580,11620,11570,11590,4549
2004/3/8 13:00,11590,11630,11570,11570,5475
2004/3/8 14:00,11570,11590,11550,11550,6022
2004/3/8 15:00,11560,11560,11530,11550,6595
2004/3/9 9:00,11450,11490,11440,11450,15607
2004/3/9 10:00,11450,11480,11440,11450,7217
2004/3/9 11:00,11450,11450,11450,11450,2991
2004/3/9 12:30,11450,11490,11450,11490,4043
2004/3/9 13:00,11490,11530,11480,11510,8064
2004/3/9 14:00,11520,11520,11440,11500,9797
2004/3/9 15:00,11500,11550,11500,11540,6362
2004/3/10 9:00,11480,11500,11380,11410,15275
2004/3/10 10:00,11420,11440,11390,11400,4897
2004/3/10 11:00,11400,11400,11400,11400,3099
2004/3/10 12:30,11400,11410,11350,11370,5880
2004/3/10 13:00,11370,11410,11360,11400,4366
2004/3/10 14:00,11400,11450,11370,11440,6158
2004/3/10 15:00,11440,11450,11430,11440,6626
2004/3/11 9:00,11260,11320,11210,11300,12529
2004/3/11 10:00,11300,11310,11270,11300,2158
2004/3/11 11:00,11290,11290,11290,11290,134
2004/3/11 12:30,11290,11330,11290,11320,1913
