jst,open,high,low,close,volume
2017/01/04 16:30,19070,19120,19070,19100,775
2017/01/04 17:00,19110,19110,19060,19080,1097
2017/01/04 18:00,19090,19100,19070,19070,568
2017/01/04 19:00,19080,19090,19080,19080,514
2017/01/04 20:00,19080,19090,19070,19080,222
2017/01/04 21:00,19080,19120,19080,19120,635
2017/01/04 22:00,19110,19130,19090,19100,991
2017/01/04 23:00,19100,19100,19040,19050,1507
2017/01/04 00:00,19050,19060,19020,19040,1351
2017/01/04 01:00,19040,19070,19030,19060,488
2017/01/04 02:00,19060,19070,19040,19040,296
2017/01/04 03:00,19030,19060,19030,19050,226
2017/01/04 04:00,19040,19040,19020,19020,494
2017/01/04 05:00,19020,19050,19000,19040,993
2017/01/04 08:45,19270,19290,19260,19270,3476
2017/01/04 09:00,19270,19450,19270,19440,14479
2017/01/04 10:00,19430,19500,19420,19500,9959
2017/01/04 11:00,19500,19530,19490,19500,7883
2017/01/04 12:00,19490,19530,19480,19520,4661
2017/01/04 13:00,19520,19560,19510,19560,6736
2017/01/04 14:00,19560,19590,19550,19580,7900
2017/01/04 15:00,19590,19640,19570,19630,8688
2017/01/05 16:30,19610,19630,19600,19620,995
2017/01/05 17:00,19610,19610,19560,19570,2504
2017/01/05 18:00,19570,19580,19550,19580,1725
2017/01/05 19:00,19580,19600,19570,19570,1055
2017/01/05 20:00,19570,19580,19550,19570,1139
2017/01/05 21:00,19570,19590,19570,19580,667
2017/01/05 22:00,19580,19610,19570,19590,1215
2017/01/05 23:00,19590,19610,19540,19550,2514
2017/01/05 00:00,19560,19580,19520,19560,2207
2017/01/05 01:00,19560,19610,19560,19610,971
2017/01/05 02:00,19600,19610,19580,19590,729
2017/01/05 03:00,19590,19610,19590,19590,151
2017/01/05 04:00,19600,19670,19580,19650,953
2017/01/05 05:00,19650,19660,19650,19660,258
2017/01/05 08:45,19630,19640,19580,19590,2118
2017/01/05 09:00,19590,19610,19530,19540,12677
2017/01/05 10:00,19540,19580,19520,19540,9181
2017/01/05 11:00,19530,19550,19500,19510,3141
2017/01/05 12:00,19500,19520,19470,19500,5747
2017/01/05 13:00,19500,19530,19470,19480,4843
2017/01/05 14:00,19480,19530,19450,19510,8407
2017/01/05 15:00,19520,19530,19490,19500,5076
2017/01/06 16:30,19440,19450,19400,19430,2801
2017/01/06 17:00,19430,19520,19400,19490,3149
2017/01/06 18:00,19490,19540,19480,19540,1505
2017/01/06 19:00,19530,19550,19500,19550,916
2017/01/06 20:00,19550,19550,19520,19540,815
2017/01/06 21:00,19540,19540,19490,19510,1215
2017/01/06 22:00,19500,19520,19460,19480,2132
2017/01/06 23:00,19480,19510,19450,19510,1915
2017/01/06 00:00,19500,19500,19400,19440,2864
2017/01/06 01:00,19430,19440,19360,19390,3194
2017/01/06 02:00,19400,19410,19380,19410,858
2017/01/06 03:00,19410,19440,19410,19420,351
2017/01/06 04:00,19430,19460,19430,19440,516
2017/01/06 05:00,19440,19460,19430,19430,355
2017/01/06 08:45,19370,19370,19310,19330,2717
2017/01/06 09:00,19330,19420,19320,19420,10513
2017/01/06 10:00,19410,19460,19410,19430,5416
2017/01/06 11:00,19430,19450,19410,19430,4000
2017/01/06 12:00,19430,19450,19420,19430,3119
2017/01/06 13:00,19430,19440,19370,19430,6825
2017/01/06 14:00,19430,19460,19410,19450,4275
2017/01/06 15:00,19450,19450,19400,19400,3313
2017/01/10 16:30,19450,19470,19430,19450,921
2017/01/10 17:00,19450,19450,19420,19420,945
2017/01/10 18:00,19420,19430,19400,19410,1072
2017/01/10 19:00,19410,19430,19400,19410,651
2017/01/10 20:00,19400,19430,19400,19430,436
2017/01/10 21:00,19430,19430,19410,19410,480
2017/01/10 22:00,19420,19550,19400,19540,4717
2017/01/10 23:00,19540,19580,19500,19550,5092
2017/01/10 00:00,19550,19560,19520,19540,1917
2017/01/10 01:00,19550,19600,19540,19580,2799
2017/01/10 02:00,19580,19610,19580,19600,639
2017/01/10 03:00,19590,19620,19590,19610,346
2017/01/10 04:00,19610,19610,19590,19600,257
